APP,TIME,REACHED METHODS,TOT. REACHABLE PATHS,REACHABLE CONDITIONAL PATHS,AVG. REACHABLE PATHS,UNIQUE PATHS,PoR
a2dpvolume,21.41770577430725,50,706,75,14.12,323,6.42
aagtl,8.675413131713867,44,84,0,1.91,84,42.11
aard2,63.160292863845825,32,163,2,5.09,82,28.07
acal,4.173785924911499,33,44,0,1.33,44,0
Addi,9.886544227600098,8,16,3,2.00,13,9.09
adsdroid,4.3631064891815186,12,15,0,1.25,15,6.67
aGrep,2.814314842224121,50,266,36,5.32,214,22.73
alarmclock,2.8085880279541016,38,157,30,4.13,103,21.67
aLogCat,2.2776970863342285,49,85,0,1.73,85,33.85
amazed,4.040855169296265,40,190,0,4.75,190,8.11
androidmatic-keyer,2.9283218383789062,41,84,0,2.05,84,34.55
anycut,2.677943229675293,50,184,6,3.68,132,11.34
anymemo,119.81473755836487,43,203,27,4.72,190,0.00
appcachecleaner,44.001930475234985,50,66,0,1.32,66,0
autoanswer,1.5002901554107666,20,48,0,2.40,28,35.29
battery_circle,4.463630199432373,50,237,0,4.74,237,54.10
batterydog,1.695418357849121,50,115,0,2.30,115,43.59
bites,1.8983557224273682,47,153,0,3.26,153,31.75
blokish,33.80566430091858,47,97,0,2.06,97,38.10
bomber,1.7939536571502686,32,46,0,1.44,46,69.70
bookcatalogue,49.86043953895569,41,784,204,19.12,589,1.71
countdowntimer,4.106801986694336,41,49,0,1.20,49,25.64
dalvikexplorer,2.639651298522949,44,121,0,2.75,121,8.08
dialer2,2.2596654891967773,50,83,0,1.66,83,28.79
divide_and_conquer,4.132601737976074,48,124,0,2.58,124,33.33
fileexplorer,2.5892512798309326,13,30,2,2.31,25,0
frozenbubble,4.862628936767578,49,159,0,3.24,159,9.91
gestures,24.0615975856781,44,195,29,4.43,169,34.72
hndroid,2.539330005645752,50,148,0,2.96,144,14.15
hotdeath,14.664605617523193,44,77,0,1.75,77,52.08
importcontacts,3.0017459392547607,50,260,51,5.20,260,2.98
jamendo,16.205772638320923,49,2905,0,59.29,2827
k9mail,94.18759727478027,47,391,36,8.32,223
learn_music_notes,2.102980375289917,47,133,1,2.83,71
lockpatterngenerator,2.478790760040283,50,116,0,2.32,116
lolcatbuilder,2.1938400268554688,50,79,0,1.58,79
manpages,1.9224188327789307,50,60,0,1.20,60
mileage,13.854568481445312,37,247,3,6.68,245
mininoteviewer,3.208350896835327,50,164,24,3.28,118
mirrored,5.521885633468628,50,76,0,1.52,76
multismssender,1.7964732646942139,48,130,0,2.71,130
munchlife,1.8767123222351074,20,23,0,1.15,23
musicplayer,25.57530903816223,28,123,6,4.39,99
myexpenses,526.1220033168793,45,289,13,6.42,220
mylock,2.469062328338623,44,99,0,2.25,81
nectroid,2.647332191467285,42,125,0,2.98,125
netcounter,3.171452760696411,50,662,0,13.24,506
passwordmaker,90.26432824134827,46,61,0,1.33,61
passwordmanager,95.87194323539734,21,49,0,2.33,49
quicksettings,2.469660758972168,20,54,0,2.70,35
ringdroid,2.8073036670684814,46,117,0,2.54,117
sanity,9.274328470230103,47,704,104,14.98,534
swiftp,43.11583352088928,50,108,0,2.16,69
syncmypix,4.420261383056641,43,296,46,6.88,225
tippytipper,10.942664861679077,50,103,0,2.06,103
tomdroid,14.227904319763184,46,1045,73,22.72,642
translate,2.627631187438965,37,67,0,1.81,59
weight_chart,2.70339035987854,28,48,0,1.71,48
whohasmystuff,23.606890201568604,49,55,0,1.12,55
wikipedia,200.42371249198914,45,104,13,2.31,100
worldclock,2.5060644149780273,50,148,1,2.96,104
yahtzee,2.448714256286621,49,91,0,1.86,91
zooborns,2.1090712547302246,47,111,8,2.36,90
