time_seconds,time_minutes,output_run1_avg,output_run2_avg,output_run3_avg,final_avg
505,8.416667,9.281005,9.566784,9.528463,9.458750
506,8.433333,9.281005,9.566784,9.528463,9.458750
507,8.450000,9.281005,9.566784,9.528463,9.458750
508,8.466667,9.281005,9.566784,9.528463,9.458750
509,8.483333,9.281005,9.566784,9.528463,9.458750
510,8.500000,9.281005,9.566784,9.528463,9.458750
511,8.516667,9.281005,9.566784,9.528463,9.458750
512,8.533333,9.281005,9.566784,9.528463,9.458750
513,8.550000,9.281005,9.566784,9.528463,9.458750
514,8.566667,9.281005,9.566784,9.528463,9.458750
515,8.583333,9.281005,9.566784,9.528463,9.458750
516,8.600000,9.281005,9.566784,9.528463,9.458750
517,8.616667,9.281005,9.566784,9.528463,9.458750
518,8.633333,9.281058,9.566784,9.528463,9.458768
519,8.650000,9.281058,9.566784,9.528463,9.458768
520,8.666667,9.281979,9.566784,9.528463,9.459075
521,8.683333,9.283541,9.571066,9.528463,9.461023
522,8.700000,9.283541,9.571066,9.528463,9.461023
523,8.716667,9.283541,9.571152,9.528463,9.461052
524,8.733333,9.283541,9.571152,9.528463,9.461052
525,8.750000,9.283541,9.571152,9.528463,9.461052
526,8.766667,9.283541,9.571152,9.528463,9.461052
527,8.783333,9.283541,9.571152,9.528463,9.461052
528,8.800000,9.283541,9.571152,9.528463,9.461052
529,8.816667,9.283541,9.571206,9.528463,9.461070
530,8.833333,9.283541,9.571206,9.528463,9.461070
531,8.850000,9.283541,9.571206,9.528463,9.461070
532,8.866667,9.316834,9.571206,9.528463,9.472167
533,8.883333,9.326283,9.571206,9.528463,9.475317
534,8.900000,9.326283,9.571206,9.528463,9.475317
535,8.916667,9.326283,9.571206,9.528463,9.475317
536,8.933333,9.326283,9.571206,9.528463,9.475317
537,8.950000,9.326283,9.571206,9.528463,9.475317
538,8.966667,9.326283,9.571206,9.528463,9.475317
539,8.983333,9.326283,9.571206,9.528463,9.475317
540,9.000000,9.326283,9.571206,9.528463,9.475317
541,9.016667,9.326283,9.571206,9.528463,9.475317
542,9.033333,9.326283,9.571206,9.528463,9.475317
543,9.050000,9.326283,9.571206,9.528463,9.475317
544,9.066667,9.326349,9.571206,9.528463,9.475339
545,9.083333,9.326709,9.571206,9.528463,9.475459
546,9.100000,9.326709,9.571206,9.528463,9.475459
547,9.116667,9.326709,9.571206,9.528463,9.475459
548,9.133333,9.326709,9.571206,9.528463,9.475459
549,9.150000,9.326709,9.571206,9.528463,9.475459
550,9.166667,9.326709,9.571206,9.528463,9.475459
551,9.183333,9.326709,9.571206,9.528463,9.475459
552,9.200000,9.326709,9.571294,9.528463,9.475489
553,9.216667,9.326709,9.571324,9.533825,9.477286
554,9.233333,9.326709,9.571324,9.533825,9.477286
555,9.250000,9.326709,9.571324,9.533825,9.477286
556,9.266667,9.326797,9.571377,9.533825,9.477333
557,9.283333,9.326797,9.571377,9.533825,9.477333
558,9.300000,9.326797,9.571377,9.533825,9.477333
559,9.316667,9.326797,9.571377,9.533825,9.477333
560,9.333333,9.326797,9.571377,9.533825,9.477333
561,9.350000,9.326797,9.571377,9.533825,9.477333
562,9.366667,9.326797,9.571377,9.533825,9.477333
563,9.383333,9.326797,9.571377,9.533825,9.477333
564,9.400000,9.326797,9.571377,9.533825,9.477333
565,9.416667,9.326797,9.571377,9.533825,9.477333
566,9.433333,9.326797,9.571377,9.533825,9.477333
567,9.450000,9.326797,9.571377,9.533825,9.477333
568,9.466667,9.326797,9.571377,9.533825,9.477333
569,9.483333,9.326797,9.571377,9.533825,9.477333
570,9.500000,9.330100,9.571377,9.533825,9.478434
571,9.516667,9.330100,9.571377,9.533825,9.478434
572,9.533333,9.330100,9.571377,9.533825,9.478434
573,9.550000,9.330100,9.571377,9.533825,9.478434
574,9.566667,9.330100,9.571377,9.533825,9.478434
575,9.583333,9.330100,9.571377,9.533825,9.478434
576,9.600000,9.330100,9.571377,9.533825,9.478434
577,9.616667,9.330100,9.571377,9.533825,9.478434
578,9.633333,9.330100,9.571377,9.533825,9.478434
579,9.650000,9.330100,9.571377,9.533825,9.478434
580,9.666667,9.330100,9.571377,9.548894,9.483457
581,9.683333,9.330100,9.571377,9.548894,9.483457
582,9.700000,9.330100,9.571377,9.548894,9.483457
583,9.716667,9.330100,9.571377,9.548894,9.483457
584,9.733333,9.330100,9.571377,9.548894,9.483457
585,9.750000,9.330100,9.571377,9.548894,9.483457
586,9.766667,9.330100,9.571377,9.548894,9.483457
587,9.783333,9.330100,9.571377,9.548894,9.483457
588,9.800000,9.330100,9.571377,9.548894,9.483457
589,9.816667,9.330100,9.571377,9.548894,9.483457
590,9.833333,9.330100,9.571377,9.548894,9.483457
591,9.850000,9.330100,9.571377,9.548894,9.483457
592,9.866667,9.330100,9.571377,9.550118,9.483865
593,9.883333,9.330100,9.571377,9.550118,9.483865
594,9.900000,9.330100,9.571377,9.550118,9.483865
595,9.916667,9.330100,9.571377,9.550118,9.483865
596,9.933333,9.330100,9.571377,9.550118,9.483865
597,9.950000,9.330100,9.571377,9.550118,9.483865
598,9.966667,9.330100,9.571377,9.550118,9.483865
599,9.983333,9.330100,9.571377,9.550118,9.483865
600,10.000000,9.330100,9.571377,9.550118,9.483865
601,10.016667,9.330100,9.571377,9.550118,9.483865
602,10.033333,9.330100,9.571377,9.550118,9.483865
603,10.050000,9.330100,9.571377,9.550118,9.483865
604,10.066667,9.330100,9.571377,9.550118,9.483865
605,10.083333,9.330100,9.571377,9.550118,9.483865
606,10.100000,9.330100,9.571377,9.550118,9.483865
607,10.116667,9.330100,9.571407,9.550118,9.483875
608,10.133333,9.330100,9.571407,9.550118,9.483875
609,10.150000,9.330100,9.571407,9.550118,9.483875
610,10.166667,9.330100,9.571407,9.550118,9.483875
611,10.183333,9.330100,9.571407,9.550118,9.483875
612,10.200000,9.330100,9.571429,9.550118,9.483882
613,10.216667,9.341123,9.571429,9.550118,9.487556
614,10.233333,9.341123,9.571429,9.550118,9.487556
615,10.250000,9.341123,9.571429,9.550118,9.487556
616,10.266667,9.341123,9.571429,9.550118,9.487556
617,10.283333,9.341123,9.571429,9.550118,9.487556
618,10.300000,9.341123,9.571429,9.550118,9.487556
619,10.316667,9.341123,9.571429,9.550118,9.487556
620,10.333333,9.341123,9.571429,9.550118,9.487556
621,10.350000,9.341123,9.574748,9.550118,9.488663
622,10.366667,9.341123,9.574748,9.550118,9.488663
623,10.383333,9.341123,9.574748,9.550118,9.488663
624,10.400000,9.341123,9.574748,9.550118,9.488663
625,10.416667,9.341123,9.574748,9.550118,9.488663
626,10.433333,9.341123,9.574748,9.550118,9.488663
627,10.450000,9.341123,9.574748,9.550810,9.488893
628,10.466667,9.341123,9.574748,9.550810,9.488893
629,10.483333,9.341123,9.574748,9.553653,9.489841
630,10.500000,9.341123,9.574748,9.553653,9.489841
631,10.516667,9.341123,9.574748,9.553653,9.489841
632,10.533333,9.341123,9.574748,9.553653,9.489841
633,10.550000,9.341123,9.574748,9.553653,9.489841
634,10.566667,9.341123,9.574748,9.553653,9.489841
635,10.583333,9.341123,9.574748,9.555779,9.490550
636,10.600000,9.341123,9.574748,9.555779,9.490550
637,10.616667,9.341123,9.574748,9.555779,9.490550
638,10.633333,9.341123,9.574748,9.555779,9.490550
639,10.650000,9.341123,9.574748,9.555779,9.490550
640,10.666667,9.341123,9.574748,9.555779,9.490550
641,10.683333,9.341123,9.574748,9.555779,9.490550
642,10.700000,9.341123,9.574748,9.555823,9.490564
643,10.716667,9.341123,9.574748,9.555823,9.490564
644,10.733333,9.341123,9.574748,9.555823,9.490564
645,10.750000,9.341123,9.574748,9.555949,9.490606
646,10.766667,9.341123,9.574748,9.555949,9.490606
647,10.783333,9.341123,9.574748,9.555949,9.490606
648,10.800000,9.341123,9.574748,9.555949,9.490606
649,10.816667,9.341123,9.574748,9.555949,9.490606
650,10.833333,9.341123,9.574748,9.555949,9.490606
651,10.850000,9.341123,9.574748,9.555949,9.490606
652,10.866667,9.341123,9.574748,9.555949,9.490606
653,10.883333,9.341123,9.574748,9.555970,9.490614
654,10.900000,9.341123,9.574748,9.555970,9.490614
655,10.916667,9.341123,9.574748,9.555970,9.490614
656,10.933333,9.341123,9.574748,9.555970,9.490614
657,10.950000,9.341123,9.574748,9.555970,9.490614
658,10.966667,9.341123,9.574748,9.555970,9.490614
659,10.983333,9.341123,9.574748,9.555970,9.490614
660,11.000000,9.341123,9.574748,9.555970,9.490614
661,11.016667,9.341123,9.574748,9.555970,9.490614
662,11.033333,9.341123,9.574748,9.555970,9.490614
663,11.050000,9.341123,9.574748,9.555970,9.490614
664,11.066667,9.341123,9.574748,9.555970,9.490614
665,11.083333,9.341123,9.574748,9.555970,9.490614
666,11.100000,9.341123,9.574748,9.556014,9.490628
667,11.116667,9.341123,9.574748,9.556014,9.490628
668,11.133333,9.341123,9.574748,9.556014,9.490628
669,11.150000,9.341123,9.574748,9.556014,9.490628
670,11.166667,9.341123,9.574748,9.556014,9.490628
671,11.183333,9.341123,9.574770,9.556014,9.490636
672,11.200000,9.341123,9.574770,9.556014,9.490636
673,11.216667,9.341123,9.574770,9.556014,9.490636
674,11.233333,9.341123,9.574770,9.556014,9.490636
675,11.250000,9.341123,9.574770,9.556014,9.490636
676,11.266667,9.341123,9.574770,9.556014,9.490636
677,11.283333,9.341123,9.574770,9.556014,9.490636
678,11.300000,9.341123,9.574770,9.556014,9.490636
679,11.316667,9.341123,9.574770,9.556014,9.490636
680,11.333333,9.341123,9.574770,9.556014,9.490636
681,11.350000,9.341123,9.574770,9.556014,9.490636
682,11.366667,9.341123,9.574770,9.556014,9.490636
683,11.383333,9.341123,9.574770,9.556014,9.490636
684,11.400000,9.341123,9.574770,9.556014,9.490636
685,11.416667,9.341123,9.574951,9.556014,9.490696
686,11.433333,9.341123,9.574951,9.556014,9.490696
687,11.450000,9.341123,9.574951,9.556014,9.490696
688,11.466667,9.341123,9.574951,9.556014,9.490696
689,11.483333,9.341123,9.574951,9.556014,9.490696
690,11.500000,9.341123,9.574951,9.556014,9.490696
691,11.516667,9.341123,9.574951,9.556014,9.490696
692,11.533333,9.341123,9.574951,9.556014,9.490696
693,11.550000,9.341123,9.574951,9.556014,9.490696
694,11.566667,9.341123,9.574951,9.556014,9.490696
695,11.583333,9.341123,9.574951,9.556014,9.490696
696,11.600000,9.341123,9.574951,9.556014,9.490696
697,11.616667,9.341123,9.574951,9.556014,9.490696
698,11.633333,9.341123,9.574951,9.556014,9.490696
699,11.650000,9.341123,9.574951,9.556014,9.490696
700,11.666667,9.341123,9.574951,9.556014,9.490696
701,11.683333,9.341123,9.574951,9.556014,9.490696
702,11.700000,9.341123,9.574951,9.556014,9.490696
703,11.716667,9.344524,9.574951,9.556014,9.491830
704,11.733333,9.344524,9.574951,9.556014,9.491830
705,11.750000,9.344524,9.574951,9.556014,9.491830
706,11.766667,9.344524,9.574951,9.556014,9.491830
707,11.783333,9.344524,9.574951,9.556014,9.491830
708,11.800000,9.344524,9.574951,9.556014,9.491830
709,11.816667,9.344524,9.574951,9.556014,9.491830
710,11.833333,9.344524,9.574951,9.556014,9.491830
711,11.850000,9.344524,9.574951,9.556014,9.491830
712,11.866667,9.344524,9.574951,9.556014,9.491830
713,11.883333,9.344524,9.574951,9.556014,9.491830
714,11.900000,9.344524,9.574951,9.556014,9.491830
715,11.916667,9.344524,9.574951,9.556014,9.491830
716,11.933333,9.344524,9.575728,9.556014,9.492089
717,11.950000,9.344524,9.575728,9.556014,9.492089
718,11.966667,9.344524,9.575728,9.556014,9.492089
719,11.983333,9.344524,9.575728,9.556014,9.492089
720,12.000000,9.344524,9.575728,9.556014,9.492089
721,12.016667,9.344524,9.575728,9.556014,9.492089
722,12.033333,9.344524,9.575728,9.556014,9.492089
723,12.050000,9.344524,9.575728,9.556014,9.492089
724,12.066667,9.344524,9.575728,9.556014,9.492089
725,12.083333,9.344524,9.575728,9.556014,9.492089
726,12.100000,9.344524,9.575728,9.556014,9.492089
727,12.116667,9.344524,9.575728,9.556014,9.492089
728,12.133333,9.344524,9.575728,9.556014,9.492089
729,12.150000,9.344524,9.575728,9.556014,9.492089
730,12.166667,9.344524,9.575728,9.556014,9.492089
731,12.183333,9.344524,9.575728,9.556014,9.492089
732,12.200000,9.344524,9.575728,9.556014,9.492089
733,12.216667,9.344524,9.575728,9.556014,9.492089
734,12.233333,9.344524,9.575728,9.556014,9.492089
735,12.250000,9.344524,9.575728,9.556014,9.492089
736,12.266667,9.344524,9.575728,9.556080,9.492111
737,12.283333,9.344524,9.575728,9.556080,9.492111
738,12.300000,9.344524,9.575728,9.556080,9.492111
739,12.316667,9.344524,9.575728,9.556080,9.492111
740,12.333333,9.344524,9.575728,9.556080,9.492111
741,12.350000,9.344524,9.575728,9.556080,9.492111
742,12.366667,9.344524,9.575728,9.556080,9.492111
743,12.383333,9.344524,9.575728,9.556080,9.492111
744,12.400000,9.344524,9.575728,9.556080,9.492111
745,12.416667,9.344524,9.575728,9.556080,9.492111
746,12.433333,9.344524,9.575728,9.556080,9.492111
747,12.450000,9.344524,9.575728,9.556080,9.492111
748,12.466667,9.344524,9.575728,9.556080,9.492111
749,12.483333,9.344524,9.575728,9.556080,9.492111
750,12.500000,9.344524,9.575728,9.556080,9.492111
751,12.516667,9.344524,9.575728,9.556080,9.492111
752,12.533333,9.344524,9.575728,9.556080,9.492111
753,12.550000,9.344524,9.575728,9.556080,9.492111
754,12.566667,9.345284,9.575728,9.556080,9.492364
755,12.583333,9.345284,9.575728,9.556080,9.492364
756,12.600000,9.345284,9.575728,9.556080,9.492364
757,12.616667,9.345284,9.575728,9.556080,9.492364
758,12.633333,9.345284,9.575728,9.556080,9.492364
759,12.650000,9.345284,9.575728,9.556080,9.492364
760,12.666667,9.345284,9.575728,9.556080,9.492364
761,12.683333,9.345284,9.575728,9.556080,9.492364
762,12.700000,9.345284,9.575728,9.556080,9.492364
763,12.716667,9.345284,9.575728,9.556080,9.492364
764,12.733333,9.345284,9.575728,9.556080,9.492364
765,12.750000,9.345284,9.575728,9.556080,9.492364
766,12.766667,9.345284,9.575728,9.556080,9.492364
767,12.783333,9.345284,9.575728,9.556080,9.492364
768,12.800000,9.345284,9.575728,9.556080,9.492364
769,12.816667,9.345284,9.575728,9.556080,9.492364
770,12.833333,9.345284,9.575728,9.556080,9.492364
771,12.850000,9.345284,9.575728,9.556080,9.492364
772,12.866667,9.345284,9.575728,9.556080,9.492364
773,12.883333,9.345284,9.575728,9.556080,9.492364
774,12.900000,9.345284,9.575728,9.556080,9.492364
775,12.916667,9.345284,9.575728,9.556080,9.492364
776,12.933333,9.345284,9.575728,9.556080,9.492364
777,12.950000,9.345284,9.575728,9.556080,9.492364
778,12.966667,9.345284,9.575728,9.556080,9.492364
779,12.983333,9.345284,9.575728,9.556080,9.492364
780,13.000000,9.345284,9.575728,9.556080,9.492364
781,13.016667,9.345284,9.575728,9.556080,9.492364
782,13.033333,9.345284,9.575728,9.556080,9.492364
783,13.050000,9.345284,9.575728,9.556080,9.492364
784,13.066667,9.345284,9.575728,9.556080,9.492364
785,13.083333,9.345284,9.575728,9.556080,9.492364
786,13.100000,9.345284,9.575728,9.556080,9.492364
787,13.116667,9.345284,9.575728,9.556080,9.492364
788,13.133333,9.345284,9.575728,9.556080,9.492364
789,13.150000,9.345284,9.575728,9.556080,9.492364
790,13.166667,9.345284,9.575728,9.556080,9.492364
791,13.183333,9.345284,9.575728,9.556080,9.492364
792,13.200000,9.345284,9.575728,9.556080,9.492364
793,13.216667,9.345284,9.575728,9.556080,9.492364
794,13.233333,9.345284,9.575728,9.556080,9.492364
795,13.250000,9.345284,9.575728,9.556080,9.492364
796,13.266667,9.352087,9.575728,9.556080,9.494632
797,13.283333,9.352087,9.575728,9.556080,9.494632
798,13.300000,9.352087,9.579216,9.556080,9.495794
799,13.316667,9.352087,9.579216,9.556080,9.495794
800,13.333333,9.352087,9.579216,9.556080,9.495794
801,13.350000,9.352087,9.579216,9.556080,9.495794
802,13.366667,9.352087,9.579216,9.556080,9.495794
803,13.383333,9.352087,9.579216,9.556080,9.495794
804,13.400000,9.352087,9.579216,9.556080,9.495794
805,13.416667,9.352087,9.579216,9.556080,9.495794
806,13.433333,9.352087,9.579216,9.556080,9.495794
807,13.450000,9.352087,9.579216,9.556080,9.495794
808,13.466667,9.352087,9.579216,9.556080,9.495794
809,13.483333,9.352087,9.579216,9.556080,9.495794
810,13.500000,9.352087,9.579216,9.624761,9.518688
811,13.516667,9.352087,9.579216,9.624761,9.518688
812,13.533333,9.352087,9.579216,9.624761,9.518688
813,13.550000,9.352087,9.579216,9.624761,9.518688
814,13.566667,9.352087,9.579216,9.624761,9.518688
815,13.583333,9.352087,9.579216,9.624761,9.518688
816,13.600000,9.352087,9.579216,9.624761,9.518688
817,13.616667,9.352087,9.579216,9.624761,9.518688
818,13.633333,9.352087,9.579216,9.624761,9.518688
819,13.650000,9.352087,9.579216,9.624761,9.518688
820,13.666667,9.352087,9.579216,9.624761,9.518688
821,13.683333,9.352087,9.579216,9.624761,9.518688
822,13.700000,9.352087,9.579216,9.624761,9.518688
823,13.716667,9.352087,9.579216,9.624761,9.518688
824,13.733333,9.352087,9.579216,9.624761,9.518688
825,13.750000,9.386930,9.579216,9.624761,9.530302
826,13.766667,9.386930,9.579216,9.624761,9.530302
827,13.783333,9.386930,9.579216,9.624761,9.530302
828,13.800000,9.386930,9.579216,9.624761,9.530302
829,13.816667,9.386930,9.579216,9.624761,9.530302
830,13.833333,9.386930,9.579216,9.624761,9.530302
831,13.850000,9.386930,9.579216,9.624761,9.530302
832,13.866667,9.386930,9.579216,9.624761,9.530302
833,13.883333,9.386930,9.579216,9.624761,9.530302
834,13.900000,9.386930,9.579216,9.624761,9.530302
835,13.916667,9.386930,9.579216,9.624761,9.530302
836,13.933333,9.386930,9.579216,9.624761,9.530302
837,13.950000,9.386930,9.579216,9.624761,9.530302
838,13.966667,9.386930,9.586739,9.624761,9.532810
839,13.983333,9.386930,9.586739,9.624761,9.532810
840,14.000000,9.386930,9.586739,9.624761,9.532810
841,14.016667,9.386930,9.586739,9.624761,9.532810
842,14.033333,9.386930,9.586739,9.624761,9.532810
843,14.050000,9.386930,9.586739,9.624761,9.532810
844,14.066667,9.386930,9.586739,9.624761,9.532810
845,14.083333,9.386930,9.586739,9.624761,9.532810
846,14.100000,9.386930,9.586739,9.624761,9.532810
847,14.116667,9.386930,9.586739,9.624761,9.532810
848,14.133333,9.386930,9.586739,9.624761,9.532810
849,14.150000,9.386930,9.586739,9.624761,9.532810
850,14.166667,9.386930,9.586739,9.624761,9.532810
851,14.183333,9.386930,9.586739,9.641768,9.538479
852,14.200000,9.386930,9.586739,9.646020,9.539896
853,14.216667,9.386930,9.586739,9.646020,9.539896
854,14.233333,9.386930,9.586739,9.646020,9.539896
855,14.250000,9.386930,9.586739,9.646020,9.539896
856,14.266667,9.386930,9.586739,9.646020,9.539896
857,14.283333,9.386930,9.586739,9.646020,9.539896
858,14.300000,9.386930,9.586739,9.654211,9.542627
859,14.316667,9.386930,9.586739,9.654211,9.542627
860,14.333333,9.386930,9.586739,9.654211,9.542627
861,14.350000,9.386930,9.586739,9.654211,9.542627
862,14.366667,9.386930,9.586739,9.654211,9.542627
863,14.383333,9.386930,9.586739,9.654211,9.542627
864,14.400000,9.386930,9.586739,9.671218,9.548296
865,14.416667,9.386930,9.586739,9.677033,9.550234
866,14.433333,9.386930,9.586739,9.677033,9.550234
867,14.450000,9.386930,9.586739,9.677033,9.550234
868,14.466667,9.386930,9.586739,9.677033,9.550234
869,14.483333,9.386930,9.586739,9.677033,9.550234
870,14.500000,9.386930,9.586739,9.677033,9.550234
871,14.516667,9.386930,9.586739,9.677033,9.550234
872,14.533333,9.386930,9.586739,9.677033,9.550234
873,14.550000,9.386930,9.586739,9.677033,9.550234
874,14.566667,9.386930,9.586739,9.677033,9.550234
875,14.583333,9.386930,9.586739,9.677473,9.550381
876,14.600000,9.386930,9.586739,9.679862,9.551177
877,14.616667,9.386930,9.586739,9.679862,9.551177
878,14.633333,9.386930,9.586739,9.679862,9.551177
879,14.650000,9.386930,9.586739,9.679862,9.551177
880,14.666667,9.386930,9.595554,9.679862,9.554115
881,14.683333,9.386930,9.595816,9.679862,9.554203
882,14.700000,9.386930,9.595816,9.679862,9.554203
883,14.716667,9.386930,9.595816,9.679862,9.554203
884,14.733333,9.386930,9.596757,9.679862,9.554516
885,14.750000,9.386930,9.596822,9.679862,9.554538
886,14.766667,9.386930,9.596866,9.679862,9.554553
887,14.783333,9.386930,9.596866,9.679956,9.554584
888,14.800000,9.386930,9.596866,9.679956,9.554584
889,14.816667,9.386930,9.596866,9.679956,9.554584
890,14.833333,9.386930,9.596866,9.679956,9.554584
891,14.850000,9.386930,9.596866,9.679956,9.554584
892,14.866667,9.386930,9.596866,9.679956,9.554584
893,14.883333,9.386930,9.596866,9.679956,9.554584
894,14.900000,9.386930,9.596866,9.679956,9.554584
895,14.916667,9.386930,9.596866,9.679956,9.554584
896,14.933333,9.386930,9.596866,9.679956,9.554584
897,14.950000,9.386930,9.596866,9.679956,9.554584
898,14.966667,9.386930,9.596866,9.679956,9.554584
899,14.983333,9.386930,9.596866,9.679956,9.554584
900,15.000000,9.386930,9.596866,9.679956,9.554584
901,15.016667,9.386930,9.596866,9.679956,9.554584
902,15.033333,9.386930,9.596866,9.679956,9.554584
903,15.050000,9.386930,9.596866,9.679956,9.554584
904,15.066667,9.386930,9.596866,9.679956,9.554584
905,15.083333,9.386930,9.596866,9.679956,9.554584
906,15.100000,9.386930,9.596866,9.679956,9.554584
907,15.116667,9.386930,9.596866,9.679956,9.554584
908,15.133333,9.386930,9.596866,9.679956,9.554584
909,15.150000,9.386930,9.596866,9.679956,9.554584
910,15.166667,9.386930,9.596866,9.679956,9.554584
911,15.183333,9.386930,9.599925,9.679956,9.555604
912,15.200000,9.386930,9.599925,9.679956,9.555604
913,15.216667,9.386930,9.599925,9.679956,9.555604
914,15.233333,9.386930,9.599925,9.679956,9.555604
915,15.250000,9.386930,9.599925,9.679956,9.555604
916,15.266667,9.386930,9.599925,9.679956,9.555604
917,15.283333,9.386930,9.599925,9.679956,9.555604
918,15.300000,9.386930,9.599925,9.679956,9.555604
919,15.316667,9.386930,9.599925,9.679956,9.555604
920,15.333333,9.411709,9.599925,9.679956,9.563863
921,15.350000,9.411709,9.610014,9.679956,9.567226
922,15.366667,9.411709,9.610014,9.679956,9.567226
923,15.383333,9.411709,9.610014,9.679956,9.567226
924,15.400000,9.411709,9.610014,9.679956,9.567226
925,15.416667,9.411709,9.610014,9.679956,9.567226
926,15.433333,9.411709,9.610014,9.679956,9.567226
927,15.450000,9.411709,9.610014,9.679956,9.567226
928,15.466667,9.411709,9.610014,9.679956,9.567226
929,15.483333,9.411709,9.610014,9.679956,9.567226
930,15.500000,9.411709,9.610014,9.679956,9.567226
931,15.516667,9.411709,9.610014,9.679956,9.567226
932,15.533333,9.411709,9.610014,9.679956,9.567226
933,15.550000,9.411709,9.610014,9.679956,9.567226
934,15.566667,9.411709,9.610014,9.679956,9.567226
935,15.583333,9.411709,9.610014,9.679956,9.567226
936,15.600000,9.411709,9.610014,9.679956,9.567226
937,15.616667,9.411709,9.610014,9.679956,9.567226
938,15.633333,9.411709,9.610014,9.679956,9.567226
939,15.650000,9.411709,9.610014,9.679956,9.567226
940,15.666667,9.411709,9.610014,9.679956,9.567226
941,15.683333,9.411709,9.610014,9.679956,9.567226
942,15.700000,9.411709,9.610014,9.679956,9.567226
943,15.716667,9.411709,9.610014,9.679956,9.567226
944,15.733333,9.411709,9.610014,9.679956,9.567226
945,15.750000,9.411709,9.610014,9.679956,9.567226
946,15.766667,9.411709,9.610014,9.679956,9.567226
947,15.783333,9.411709,9.610014,9.681512,9.567745
948,15.800000,9.411709,9.610014,9.681512,9.567745
949,15.816667,9.411709,9.610014,9.681512,9.567745
950,15.833333,9.411709,9.610014,9.681512,9.567745
951,15.850000,9.411709,9.610014,9.681512,9.567745
952,15.866667,9.411709,9.610014,9.681512,9.567745
953,15.883333,9.411709,9.610014,9.681512,9.567745
954,15.900000,9.411709,9.610014,9.681512,9.567745
955,15.916667,9.411709,9.610014,9.681512,9.567745
956,15.933333,9.411709,9.610014,9.681512,9.567745
957,15.950000,9.411709,9.610014,9.681512,9.567745
958,15.966667,9.411709,9.610014,9.681512,9.567745
959,15.983333,9.411709,9.610014,9.681512,9.567745
960,16.000000,9.411709,9.610014,9.681512,9.567745
961,16.016667,9.411709,9.610014,9.681512,9.567745
962,16.033333,9.411709,9.610014,9.681512,9.567745
963,16.050000,9.411709,9.610014,9.681512,9.567745
964,16.066667,9.411709,9.610014,9.681600,9.567774
965,16.083333,9.411709,9.610014,9.681600,9.567774
966,16.100000,9.411709,9.610014,9.681600,9.567774
967,16.116667,9.411709,9.610014,9.681600,9.567774
968,16.133333,9.411709,9.610014,9.681600,9.567774
969,16.150000,9.411709,9.610014,9.681600,9.567774
970,16.166667,9.411709,9.610014,9.681600,9.567774
971,16.183333,9.411709,9.610014,9.681600,9.567774
972,16.200000,9.411709,9.610014,9.681600,9.567774
973,16.216667,9.411709,9.610014,9.681600,9.567774
974,16.233333,9.411709,9.610014,9.681600,9.567774
975,16.250000,9.420746,9.610014,9.681600,9.570786
976,16.266667,9.420746,9.610866,9.681600,9.571071
977,16.283333,9.420746,9.610866,9.681600,9.571071
978,16.300000,9.421523,9.610866,9.681600,9.571330
979,16.316667,9.421523,9.610866,9.681600,9.571330
980,16.333333,9.421523,9.610866,9.681600,9.571330
981,16.350000,9.421523,9.610866,9.681600,9.571330
982,16.366667,9.421523,9.610866,9.681600,9.571330
983,16.383333,9.421523,9.610866,9.681600,9.571330
984,16.400000,9.421523,9.610866,9.681600,9.571330
985,16.416667,9.421523,9.610866,9.681600,9.571330
986,16.433333,9.421523,9.610866,9.681600,9.571330
987,16.450000,9.421523,9.610866,9.681600,9.571330
988,16.466667,9.421523,9.610866,9.681600,9.571330
989,16.483333,9.421523,9.610866,9.681600,9.571330
990,16.500000,9.421523,9.610866,9.681600,9.571330
991,16.516667,9.421523,9.610866,9.681600,9.571330
992,16.533333,9.421523,9.610866,9.681600,9.571330
993,16.550000,9.421523,9.610866,9.681600,9.571330
994,16.566667,9.421523,9.610866,9.681600,9.571330
995,16.583333,9.421523,9.610866,9.681600,9.571330
996,16.600000,9.421523,9.610866,9.681600,9.571330
997,16.616667,9.421523,9.610866,9.681600,9.571330
998,16.633333,9.421523,9.610866,9.681600,9.571330
999,16.650000,9.421523,9.610866,9.681600,9.571330
1000,16.666667,9.421523,9.610866,9.681600,9.571330
1001,16.683333,9.421523,9.610866,9.681600,9.571330
1002,16.700000,9.421523,9.610866,9.681600,9.571330
1003,16.716667,9.421523,9.614186,9.681600,9.572436
1004,16.733333,9.421523,9.630782,9.681600,9.577968
1005,16.750000,9.421523,9.630782,9.681600,9.577968
1006,16.766667,9.421523,9.630782,9.681600,9.577968
1007,16.783333,9.421523,9.630782,9.681600,9.577968
1008,16.800000,9.421523,9.630782,9.681600,9.577968
1009,16.816667,9.421523,9.630782,9.681600,9.577968
1010,16.833333,9.421523,9.630782,9.681600,9.577968
1011,16.850000,9.421523,9.630782,9.681600,9.577968
1012,16.866667,9.421523,9.630782,9.681600,9.577968
1013,16.883333,9.421523,9.630782,9.681600,9.577968
1014,16.900000,9.421523,9.630782,9.681600,9.577968
1015,16.916667,9.421523,9.630782,9.681600,9.577968
1016,16.933333,9.421523,9.630782,9.681600,9.577968
1017,16.950000,9.421523,9.630782,9.681600,9.577968
1018,16.966667,9.421523,9.630782,9.681600,9.577968
1019,16.983333,9.421523,9.630782,9.681600,9.577968
1020,17.000000,9.421523,9.630782,9.681600,9.577968
