time_seconds,time_minutes,output_run1_avg,output_run2_avg,output_run3_avg,final_avg
321,5.350000,5.673749,6.453581,5.271675,5.799669
322,5.366667,5.673749,6.453581,5.271675,5.799669
323,5.383333,5.673749,6.453581,5.271675,5.799669
324,5.400000,5.673749,6.453581,5.271675,5.799669
325,5.416667,5.673749,6.458757,5.271675,5.801394
326,5.433333,5.673749,6.458757,5.271675,5.801394
327,5.450000,5.673749,6.458757,5.271675,5.801394
328,5.466667,5.673749,6.458757,5.271675,5.801394
329,5.483333,5.673749,6.458757,5.271675,5.801394
330,5.500000,5.673749,6.458757,5.271675,5.801394
331,5.516667,5.673749,6.458757,5.271675,5.801394
332,5.533333,5.673749,6.458757,5.271675,5.801394
333,5.550000,5.673749,6.458757,5.271675,5.801394
334,5.566667,5.673749,6.458757,5.271675,5.801394
335,5.583333,5.673749,6.458757,5.271675,5.801394
336,5.600000,5.673749,6.458757,5.271675,5.801394
337,5.616667,5.673749,6.458757,5.271675,5.801394
338,5.633333,5.673749,6.458757,5.271675,5.801394
339,5.650000,5.673771,6.458757,5.271675,5.801401
340,5.666667,5.673771,6.458757,5.271675,5.801401
341,5.683333,5.673771,6.458757,5.271675,5.801401
342,5.700000,5.673771,6.458757,5.271675,5.801401
343,5.716667,5.673771,6.458757,5.271675,5.801401
344,5.733333,5.673771,6.458757,5.271675,5.801401
345,5.750000,5.673771,6.458757,5.271675,5.801401
346,5.766667,5.673771,6.458757,5.271675,5.801401
347,5.783333,5.673771,6.458757,5.271675,5.801401
348,5.800000,5.673771,6.458757,5.271675,5.801401
349,5.816667,5.673771,6.458757,5.271675,5.801401
350,5.833333,5.673771,6.458757,5.271675,5.801401
351,5.850000,5.673771,6.458757,5.271675,5.801401
352,5.866667,5.673771,6.458757,5.271675,5.801401
353,5.883333,5.673771,6.458757,5.271675,5.801401
354,5.900000,5.673771,6.458757,5.271675,5.801401
355,5.916667,5.673771,6.458757,5.271675,5.801401
356,5.933333,5.673771,6.458757,5.271675,5.801401
357,5.950000,5.673771,6.458757,5.271675,5.801401
358,5.966667,5.673771,6.458757,5.271675,5.801401
359,5.983333,5.673771,6.458757,5.271675,5.801401
360,6.000000,5.673771,6.458757,5.271675,5.801401
361,6.016667,5.673771,6.458757,5.271675,5.801401
362,6.033333,5.673771,6.458757,5.271675,5.801401
363,6.050000,5.673771,6.458757,5.271675,5.801401
364,6.066667,5.673771,6.458757,5.271675,5.801401
365,6.083333,5.673771,6.458757,5.271675,5.801401
366,6.100000,5.673771,6.458757,5.271675,5.801401
367,6.116667,5.673771,6.458757,5.271675,5.801401
368,6.133333,5.673771,6.458757,5.271675,5.801401
369,6.150000,5.673771,6.458757,5.271675,5.801401
370,6.166667,5.673771,6.458757,5.271675,5.801401
371,6.183333,5.673771,6.458757,5.271675,5.801401
372,6.200000,5.673771,6.458757,5.271675,5.801401
373,6.216667,5.673771,6.458757,5.271675,5.801401
374,6.233333,5.673771,6.458757,5.271675,5.801401
375,6.250000,5.673771,6.458757,5.271675,5.801401
376,6.266667,5.673771,6.458757,5.271675,5.801401
377,6.283333,5.673771,6.458757,5.271675,5.801401
378,6.300000,5.673771,6.458757,5.271675,5.801401
379,6.316667,5.673771,6.458757,5.271675,5.801401
380,6.333333,5.673771,6.458757,5.271675,5.801401
381,6.350000,5.673771,6.458757,5.271675,5.801401
382,6.366667,5.673771,6.458757,5.271675,5.801401
383,6.383333,5.673771,6.458757,5.271675,5.801401
384,6.400000,5.673771,6.458757,5.271675,5.801401
385,6.416667,5.673771,6.458757,5.271675,5.801401
386,6.433333,5.673771,6.458757,5.271675,5.801401
387,6.450000,5.673771,6.458757,5.271675,5.801401
388,6.466667,5.673771,6.458757,5.271675,5.801401
389,6.483333,5.673771,6.458757,5.271675,5.801401
390,6.500000,5.673771,6.458757,5.271675,5.801401
391,6.516667,5.673771,6.458757,5.271675,5.801401
392,6.533333,5.673771,6.458757,5.271675,5.801401
393,6.550000,5.673771,6.458757,5.271675,5.801401
394,6.566667,5.673771,6.458757,5.271675,5.801401
395,6.583333,5.673771,6.458757,5.271675,5.801401
396,6.600000,5.673771,6.458757,5.271675,5.801401
397,6.616667,5.673771,6.458757,5.271675,5.801401
398,6.633333,5.673771,6.458757,5.271675,5.801401
399,6.650000,5.673771,6.458757,5.271675,5.801401
400,6.666667,5.673771,6.458757,5.271675,5.801401
401,6.683333,5.673771,6.458757,5.271675,5.801401
402,6.700000,5.673771,6.458757,5.271675,5.801401
403,6.716667,5.673771,6.458757,5.271675,5.801401
404,6.733333,5.673771,6.458757,5.271675,5.801401
405,6.750000,5.673771,6.458757,5.271675,5.801401
406,6.766667,5.673771,6.458757,5.271675,5.801401
407,6.783333,5.673771,6.458757,5.271675,5.801401
408,6.800000,5.673771,6.458757,5.271675,5.801401
409,6.816667,5.673771,6.458757,5.271675,5.801401
410,6.833333,5.673771,6.458757,5.271675,5.801401
411,6.850000,5.673771,6.458757,5.271675,5.801401
412,6.866667,5.673771,6.458757,5.271675,5.801401
413,6.883333,5.673771,6.458757,5.271675,5.801401
414,6.900000,5.673771,6.458757,5.271675,5.801401
415,6.916667,5.673771,6.458757,5.271675,5.801401
416,6.933333,5.673771,6.458757,5.271675,5.801401
417,6.950000,5.673771,6.458757,5.271675,5.801401
418,6.966667,5.673771,6.458757,5.271675,5.801401
419,6.983333,5.673771,6.458757,5.271675,5.801401
420,7.000000,5.673771,6.458757,5.271675,5.801401
421,7.016667,5.673771,6.458757,5.271675,5.801401
422,7.033333,5.673771,6.458757,5.271675,5.801401
423,7.050000,5.673771,6.458757,5.271675,5.801401
424,7.066667,5.673771,6.458757,5.271675,5.801401
425,7.083333,5.673771,6.458757,5.271675,5.801401
426,7.100000,5.673771,6.458757,5.271675,5.801401
427,7.116667,5.673771,6.458757,5.271675,5.801401
428,7.133333,5.673771,6.458757,5.271675,5.801401
429,7.150000,5.673771,6.458757,5.271675,5.801401
430,7.166667,5.673771,6.458757,5.271675,5.801401
431,7.183333,5.673771,6.458757,5.271675,5.801401
432,7.200000,5.673771,6.458757,5.271675,5.801401
433,7.216667,5.673771,6.458866,5.271938,5.801525
434,7.233333,5.673771,6.458866,5.271938,5.801525
435,7.250000,5.673881,6.458866,5.271938,5.801562
436,7.266667,5.673881,6.458866,5.271938,5.801562
437,7.283333,5.673881,6.458866,5.271938,5.801562
438,7.300000,5.673881,6.458866,5.271938,5.801562
439,7.316667,5.673881,6.458866,5.271938,5.801562
440,7.333333,5.673881,6.458866,5.271938,5.801562
441,7.350000,5.673881,6.458866,5.271938,5.801562
442,7.366667,5.673881,6.458866,5.271938,5.801562
443,7.383333,5.673881,6.458866,5.271938,5.801562
444,7.400000,5.673881,6.458866,5.271938,5.801562
445,7.416667,5.673881,6.458866,5.271938,5.801562
446,7.433333,5.673881,6.458866,5.271938,5.801562
447,7.450000,5.673881,6.458866,5.271938,5.801562
448,7.466667,5.673881,6.458866,5.271938,5.801562
449,7.483333,5.673881,6.458866,5.271938,5.801562
450,7.500000,5.673881,6.458866,5.271938,5.801562
451,7.516667,5.673881,6.458866,5.271938,5.801562
452,7.533333,5.673881,6.458866,5.271938,5.801562
453,7.550000,5.673881,6.458866,5.271938,5.801562
454,7.566667,5.673881,6.458866,5.271938,5.801562
455,7.583333,5.673881,6.458866,5.271938,5.801562
456,7.600000,5.673881,6.458866,5.271938,5.801562
457,7.616667,5.673881,6.458866,5.271938,5.801562
458,7.633333,5.673881,6.458866,5.271938,5.801562
459,7.650000,5.673881,6.458866,5.271938,5.801562
460,7.666667,5.673881,6.458866,5.271938,5.801562
461,7.683333,5.673881,6.458866,5.271938,5.801562
462,7.700000,5.673881,6.458866,5.271938,5.801562
463,7.716667,5.673881,6.458866,5.271938,5.801562
464,7.733333,5.673881,6.458866,5.271938,5.801562
465,7.750000,5.673881,6.458866,5.271938,5.801562
466,7.766667,5.673881,6.458866,5.271938,5.801562
467,7.783333,5.673881,6.458866,5.271938,5.801562
468,7.800000,5.673881,6.458866,5.271938,5.801562
469,7.816667,5.673881,6.458866,5.271938,5.801562
470,7.833333,5.673881,6.458866,5.271938,5.801562
471,7.850000,5.673881,6.458866,5.271938,5.801562
472,7.866667,5.673881,6.458866,5.271938,5.801562
473,7.883333,5.673881,6.458866,5.271938,5.801562
474,7.900000,5.673881,6.458866,5.271938,5.801562
475,7.916667,5.673881,6.458866,5.271938,5.801562
476,7.933333,5.673881,6.458866,5.271938,5.801562
477,7.950000,5.673881,6.458866,5.271938,5.801562
478,7.966667,5.673881,6.458866,5.271938,5.801562
479,7.983333,5.673881,6.458866,5.271938,5.801562
480,8.000000,5.673881,6.458866,5.271938,5.801562
481,8.016667,5.673881,6.458866,5.271938,5.801562
482,8.033333,5.673881,6.458866,5.271938,5.801562
483,8.050000,5.673881,6.458866,5.271938,5.801562
484,8.066667,5.673881,6.458866,5.271938,5.801562
485,8.083333,5.673881,6.458866,5.271938,5.801562
486,8.100000,5.673881,6.458866,5.271938,5.801562
487,8.116667,5.673881,6.458866,5.271938,5.801562
488,8.133333,5.673881,6.458866,5.271938,5.801562
489,8.150000,5.673881,6.458866,5.271938,5.801562
490,8.166667,5.673881,6.458866,5.271938,5.801562
491,8.183333,5.673881,6.458866,5.271938,5.801562
492,8.200000,5.673881,6.458866,5.271938,5.801562
493,8.216667,5.673881,6.458866,5.271938,5.801562
494,8.233333,5.673881,6.458866,5.271938,5.801562
495,8.250000,5.673881,6.458866,5.271938,5.801562
496,8.266667,5.673881,6.458866,5.271938,5.801562
497,8.283333,5.673881,6.458866,5.271938,5.801562
498,8.300000,5.673881,6.458866,5.271938,5.801562
499,8.316667,5.673881,6.458866,5.271938,5.801562
500,8.333333,5.673881,6.458866,5.271938,5.801562
501,8.350000,5.673881,6.458866,5.271938,5.801562
502,8.366667,5.673881,6.458866,5.271938,5.801562
503,8.383333,5.673881,6.458866,5.271938,5.801562
504,8.400000,5.673881,6.458866,5.271938,5.801562
505,8.416667,5.673881,6.458866,5.271938,5.801562
506,8.433333,5.673881,6.458866,5.271938,5.801562
507,8.450000,5.673881,6.458866,5.271938,5.801562
508,8.466667,5.673881,6.458866,5.271938,5.801562
509,8.483333,5.673881,6.458866,5.271938,5.801562
